timestamp,q0,q1,q2,q3,accel_x,accel_y,accel_z
377868756,0.726763,-0.0104541,-0.0710277,-0.683126,-0.0272477,-0.388575,0.896273
377977756,0.747676,-0.015299,-0.0598642,-0.661182,-0.386871,-0.00848596,-0.744191
378086756,0.76774,-0.0163259,-0.0509611,-0.638523,-0.165036,0.266117,-0.298279
378185756,0.787453,-0.0140149,-0.0426462,-0.614738,-0.729716,-0.0774925,0.3461
378294756,0.805479,-0.0103176,-0.0377898,-0.591328,-0.103789,0.107826,0.0253187
378393756,0.826978,-0.00722742,-0.0319118,-0.561281,-0.163871,0.458004,-0.299927
378502777,0.854213,0.000655836,-0.028918,-0.519118,0.585413,0.853665,-0.972726
378601756,0.881831,0.0144389,-0.0314827,-0.470291,-0.61744,0.266812,-0.409961
378710756,0.906605,0.0244737,-0.0264817,-0.420437,-0.441604,0.0503604,0.763179
378819756,0.929397,0.0291427,-0.0144281,-0.367647,-0.239693,0.152478,0.796735
378918778,0.948728,0.0307508,0.00192386,-0.314589,0.819577,0.0190724,0.195857
379027756,0.968506,0.0252457,0.0200507,-0.246894,0.448211,0.544277,-0.901689
379126756,0.983426,0.0218226,0.0281275,-0.177779,-0.844524,0.534464,-0.652924
379235756,0.987116,0.0291547,0.00702577,-0.157171,-1.23499,-0.923787,-0.921202
379334756,0.991481,0.0549494,-0.00613902,-0.117934,3.17634,0.305983,9.67838
379443756,0.99418,0.0425301,0.0148648,-0.0978626,0.235094,0.0755356,2.02051
379552756,0.997323,0.0328955,0.0435914,-0.0486223,0.474807,-3.37314,-7.17205
379651756,0.999607,0.024221,0.0101549,0.00984815,2.5392,-3.04445,-2.41981
379760756,0.998055,0.0289753,0.00264177,0.0551404,2.40822,0.30633,-4.27287
379859756,0.995615,0.0311819,-0.00326954,0.0881365,2.45686,-1.99017,-0.445347
379968756,0.994144,0.0387744,-0.0114832,0.100209,3.11508,0.672155,-2.9569
380067760,0.993552,0.0389847,-0.0177392,0.104973,-0.251254,-0.462356,-0.869323
380176782,0.992256,0.038412,-0.0173632,0.116842,-0.885928,-0.787038,-0.123206
380285756,0.991544,0.0378369,-0.014948,0.123228,-0.0326069,-0.259259,0.15462
380384756,0.991221,0.0377358,-0.0146377,0.12587,-0.538327,-0.350449,0.0536993
380493756,0.990989,0.0375877,-0.0143134,0.127763,-0.324619,-0.0602657,0.067666
380592756,0.989933,0.0363883,-0.0128486,0.136174,-0.229416,0.165833,0.120231
